FeatureType,date,IMONum,deaths,missings,severeInjuries,description,latitude,longitude,subtype_field,subtype_value,gml_pos
HullAndEngineAccessoryDamage,20240907,한강77호,0,0,0,모래채취운반선 한강77호 속구손상사건,37.275,126.0003,hullAndEngineAccessoryDamageType,outfit damage,126.0003 37.275
HullAndEngineAccessoryDamage,20240907,골드문트호,0,0,0,모터보트 골드문트호 기관손상사건,37.3394,126.3317,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.3317 37.3394
HullAndEngineAccessoryDamage,20240907,전진호,0,0,0,어선 전진호 기관손상사건,35.5667,126.1167,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.1167 35.5667
CollisionAndContact,20240907,그곳에가면,0,0,0,어선 그곳에가면호 부유물감김사건,35.55,126.2,collisionAndContactType,floating object entanglement,126.2 35.55
StrandingAndGrounding,20240906,형제호,0,0,0,어선 형제호 좌초사건,35.9631,126.4814,strandingAndGroundingType,grounding,126.4814 35.9631
HullAndEngineAccessoryDamage,20240904,한바다호,0,0,0,어선 한바다호 기관손상사건,37.3336,126.6906,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.6906 37.3336
CollisionAndContact,20240905,제3선감호,0,0,0,어선 제3선감호 부유물감김사건,37.0808,126.5289,collisionAndContactType,floating object entanglement,126.5289 37.0808
HullAndEngineAccessoryDamage,20240904,둘리호,0,0,0,어선 둘리호 기관손상사건,36.5167,126.2167,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.2167 36.5167
HullAndEngineAccessoryDamage,20240905,빅바이트호,0,0,0,모터보트 빅바이트호 기관손상사건,36.3553,126.4833,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.4833 36.3553
CollisionAndContact,20240904, 재원1호,0,0,0,예선 재원1호·예선 뉴엔젤호 충돌사건,37.4542,126.3592,collisionAndContactType,collision,126.3592 37.4542
CollisionAndContact,20240904,뉴엔젤호,0,0,0,예선 재원1호·예선 뉴엔젤호 충돌사건,37.4542,126.3592,collisionAndContactType,collision,126.3592 37.4542
HullAndEngineAccessoryDamage,20240904,화이트비키니호,0,0,0,모터보트 화이트비키니호 기관손상사건,37.4544,126.3617,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.3617 37.4544
HullAndEngineAccessoryDamage,20240904,새전북호,0,0,0,어선 새전북호 기관손상사건,35.5178,126.2725,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.2725 35.5178
FloodingAndSinking,20240904,수경2호,0,0,0,어선 수경2호 침수사건,37.3328,126.65,floodingAndSinkingType,flooding,126.65 37.3328
HullAndEngineAccessoryDamage,20240903,제일호,0,0,0,어선 제일호 기관손상사건,35.9825,126.6181,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.6181 35.9825
CollisionAndContact,20240902,금광호,0,0,0,어선 금광호 부유물 접촉사건,37.0167,126.4481,collisionAndContactType,contact,126.4481 37.0167
FloodingAndSinking,20240902,가람1호,0,0,0,어선 가람1호 침수사건,37.5333,125.5,floodingAndSinkingType,flooding,125.5 37.5333
CollisionAndContact,20240916,범강호,0,0,0,"석유제품운반선 범강호, 어선 제77대령호 충돌사건",35.9469,126.2361,collisionAndContactType,collision,126.2361 35.9469
CollisionAndContact,20240916,제77대령호,3,0,0,"석유제품운반선 범강호, 어선 제77대령호 충돌사건",35.9469,126.2361,collisionAndContactType,collision,126.2361 35.9469
CollisionAndContact,20240911,신홍호,0,0,0,"어선 제3심창호, 어선 신흥호 충돌사건",37.4567,126.5969,collisionAndContactType,collision,126.5969 37.4567
CollisionAndContact,20240911,제3심창호,0,0,0,"어선 제3심창호, 어선 신흥호 충돌사건",37.4567,126.5969,collisionAndContactType,collision,126.5969 37.4567
FireAndExplosion,20240920,101서정호,0,0,0,어선 101서정호 화재사건,36.6458,125.1956,fireAndExplosionType,fire,125.1956 36.6458
HullAndEngineAccessoryDamage,20240920,빅토리아호,0,0,0,낚시어선 빅토리아호 조타장치 손상사건,37.2475,126.5014,hullAndEngineAccessoryDamageType,rudder damage,126.5014 37.2475
HullAndEngineAccessoryDamage,20240919,제77태광호,0,0,0,어선 제77태광호 기관손상사건,37.25,125.7,hullAndEngineAccessoryDamageType,machineries and propulsion damage,125.7 37.25
HullAndEngineAccessoryDamage,20240919,라온호,0,0,0,낚시어선 라온호 기관손상사건,36.2253,126.11,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.11 36.2253
HullAndEngineAccessoryDamage,20240919,삽시호,0,0,0,어선 삽시호 기관손상사건,36.3383,126.4761,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.4761 36.3383
HullAndEngineAccessoryDamage,20240919,대양호,0,0,0,낚시어선 대양호 기관손상사건,36.2203,126.0942,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.0942 36.2203
HullAndEngineAccessoryDamage,20240919,해성호,0,0,0,어선 해광호 기관손상사건,36.3017,126.4617,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.4617 36.3017
NavigationalIssues,20240917,유성호,0,0,0,어선 유성호 운항저해사건,36.2956,126.5275,navigationalIssuesType,sailing hinderance,126.5275 36.2956
HullAndEngineAccessoryDamage,20240917,은아호,0,0,0,유선 은아호 기관손상사건,37.3856,126.5553,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.5553 37.3856
CollisionAndContact,20240915,선명무,0,0,0,"낚시어선 안흥1호, 고무보트 선명무 충돌사건",36.3883,126.3731,collisionAndContactType,collision,126.3731 36.3883
CollisionAndContact,20240915,안흥1호,0,0,0,"낚시어선 안흥1호, 고무보트 선명무 충돌사건",36.3883,126.3731,collisionAndContactType,collision,126.3731 36.3883
FloodingAndSinking,20240916,세로우호,0,0,0,모터보트 세로우호 전복사건,37.2525,126.3456,floodingAndSinkingType,capsizing,126.3456 37.2525
HullAndEngineAccessoryDamage,20240916,뉴대신호,0,0,0,낚시어선 뉴대신호 기관손상사건,37.2203,126.4725,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.4725 37.2203
HullAndEngineAccessoryDamage,20240915,송진호,0,0,0,어선 송진호 기관손상사건,36.4719,126.4333,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.4333 36.4719
HullAndEngineAccessoryDamage,20240915,굿모닝호,0,0,0,모터보트 굿모닝호 기관손상사건,36.415,126.4689,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.4689 36.415
FloodingAndSinking,20240915,죠이호,0,0,0,모터보트 죠이호 전복사건,37.0283,126.4492,floodingAndSinkingType,capsizing,126.4492 37.0283
HullAndEngineAccessoryDamage,20240914,해오름2호,0,0,0,유선 해오름2호 기관손상사건,37.3675,126.4842,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.4842 37.3675
HullAndEngineAccessoryDamage,20240914,ADRENALINE,0,0,0,모터보트 아드레날린호 기관손상사건,37.4181,126.3614,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.3614 37.4181
HullAndEngineAccessoryDamage,20240914,바운스호,0,0,0,모터보트 바운스호 기관손상사건,35.9231,126.4719,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.4719 35.9231
HullAndEngineAccessoryDamage,20240914,뉴빅토리호,0,0,0,낚시어선 뉴빅토리호 조타장치 손상사건,36.0681,126.4436,hullAndEngineAccessoryDamageType,rudder damage,126.4436 36.0681
