FeatureType,date,IMONum,deaths,missings,severeInjuries,description,latitude,longitude,subtype_field,subtype_value,gml_pos
CollisionAndContact,20211205,서해호,0,0,0,낚시어선 서해호 부유물감김 사건,37.0689,126.5031,collisionAndContactType,floating object entanglement,126.5031 37.0689
HullAndEngineAccessoryDamage,20211204,스카니아호,0,0,0,모터보트 스카니아호 기관손상 사건,36.3914,126.4681,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.4681 36.3914
HullAndEngineAccessoryDamage,20211204,실크로드호,0,0,0,모터보트 실크로드호 추진축계 손상사건,37.4425,126.3681,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.3681 37.4425
FloodingAndSinking,20211204,에스쥐워너비호,0,0,0,모터보트 에스쥐워너비호 침수사건,36.3731,126.2914,floodingAndSinkingType,flooding,126.2914 36.3731
HullAndEngineAccessoryDamage,20211205,길성3호,0,0,0,어선 길성3호 기관손상 사건,37.3181,126.2294,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.2294 37.3181
CollisionAndContact,20211205,오천서해호,0,0,0,낚시어선 오천서해호 부유물감김 사건,36.4017,126.3803,collisionAndContactType,floating object entanglement,126.3803 36.4017
NavigationalIssues,20211205,스트라이퍼26씨씨호,0,0,0,모터보트 스트라이퍼26씨씨호 운항저해 사건,37.1656,126.5842,navigationalIssuesType,sailing hinderance,126.5842 37.1656
HullAndEngineAccessoryDamage,20211207,신동2007호,0,0,0,예인선 신동2700호 기관손상 사건,37.4217,126.5778,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.5778 37.4217
FloodingAndSinking,20211207,동원호,0,0,0,어선 동원호 침수사건,35.6733,126.4292,floodingAndSinkingType,flooding,126.4292 35.6733
FireAndExplosion,20211207,인광5호,0,0,0,기타선 인광5호 화재사건,37.4928,126.5819,fireAndExplosionType,fire,126.5819 37.4928
HullAndEngineAccessoryDamage,20211209,헤르메스호,0,0,0,낚시어선 헤르메스호 기관손상 사건,37.0267,126.3556,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.3556 37.0267
FloodingAndSinking,20211214,7대봉산호,0,0,0,어선 7대봉산호 전복사건,35.8022,126.2533,floodingAndSinkingType,capsizing,126.2533 35.8022
HullAndEngineAccessoryDamage,20211214,대양5호,0,0,0,어선 대양5호 추진축계 손상사건,37.1639,126.605,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.605 37.1639
OtherIncident,20211210,2통일호,1,0,0,어선 2통일호 선원사망 사건,36.0242,125.9567,otherIncidentType,safety hinderance and near misses,125.9567 36.0242
HullAndEngineAccessoryDamage,20211211,예지퀸호,0,0,0,낚시어선 예지퀸호 기관손상 사건,36.9342,125.9097,hullAndEngineAccessoryDamageType,machineries and propulsion damage,125.9097 36.9342
HullAndEngineAccessoryDamage,20211214,강산호,0,0,0,어선 강산호 기관손상 사건,37.3253,126.5656,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.5656 37.3253
FloodingAndSinking,20211211,민선호,0,0,0,모터보트 민선호 전복사건,36.2503,126.5353,floodingAndSinkingType,capsizing,126.5353 36.2503
HullAndEngineAccessoryDamage,20211211,베스트1호,0,0,0,낚시어선 베스트1호 기관손상 사건,37.1789,125.8681,hullAndEngineAccessoryDamageType,machineries and propulsion damage,125.8681 37.1789
HullAndEngineAccessoryDamage,20211209,에스티벨라호,0,0,0,일반화물선 에스티벨라호 기관손상 사건,37.4392,126.5789,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.5789 37.4392
HullAndEngineAccessoryDamage,20211110,우현호프호,0,0,0,일반화물선 우현호프호 기관손상사건,30.9092,125.6533,hullAndEngineAccessoryDamageType,machineries and propulsion damage,125.6533 30.9092
OtherIncident,20211220,덕성호,1,0,0,어획물운반선 덕성호 선원사망사건,36.4133,125.7892,otherIncidentType,safety hinderance and near misses,125.7892 36.4133
CollisionAndContact,20211221,2유덕호,0,0,0,어선 2유덕호 부유물감김 사건,37.0692,125.9981,collisionAndContactType,floating object entanglement,125.9981 37.0692
OtherIncident,20210312,대신5호,0,0,1,어선 대신5호 선원부상사건,37.55,125.7333,otherIncidentType,safety hinderance and near misses,125.7333 37.55
OtherIncident,20210514,유성15호,0,0,1,어선 유성15호 선원부상사건,37.58,125.5853,otherIncidentType,safety hinderance and near misses,125.5853 37.58
OtherIncident,20211026,삼삼3호,0,0,1,어획물운반선 삼삼3호 선원부상사건,37.5981,126.2556,otherIncidentType,safety hinderance and near misses,126.2556 37.5981
OtherIncident,20210919,대복호,0,0,1,어선 대복호 선원부상사건,37.1692,125.6367,otherIncidentType,safety hinderance and near misses,125.6367 37.1692
OtherIncident,20210820,만성호,0,0,1,어선 만성호 선원부상사건,37.6292,126.3281,otherIncidentType,safety hinderance and near misses,126.3281 37.6292
FireAndExplosion,20210807,영진호,0,0,0,모터보트 영진호 화재사건,37.4914,126.5817,fireAndExplosionType,fire,126.5817 37.4914
OtherIncident,20210302,9민성호,0,0,1,어선 9민성호 선원부상사건,37.2886,125.6197,otherIncidentType,safety hinderance and near misses,125.6197 37.2886
OtherIncident,20210429,찬영호,0,0,1,어선 찬영호 선원부상사건,36.0806,126.1569,otherIncidentType,safety hinderance and near misses,126.1569 36.0806
CollisionAndContact,20210928,풍년호,0,0,0,"어선 풍년호, 모터보트 시나브로호 충돌사건",36.3278,126.495,collisionAndContactType,collision,126.495 36.3278
CollisionAndContact,20210928,시나브로호,0,0,0,"어선 풍년호, 모터보트 시나브로호 충돌사건",36.3278,126.495,collisionAndContactType,collision,126.495 36.3278
FireAndExplosion,20211031,808신흥호,0,0,0,예인선 808신흥호 화재사건,36.8264,126.3256,fireAndExplosionType,fire,126.3256 36.8264
FireAndExplosion,20211201,제2008이화호,0,0,0,어선 제2008이화호 화재사건,36.6789,126.1358,fireAndExplosionType,fire,126.1358 36.6789
CollisionAndContact,20211202,창원호,0,0,0,"어선 창원호, 컨테이너선 티에스홍콩 충돌사건",36.8214,125.8192,collisionAndContactType,collision,125.8192 36.8214
CollisionAndContact,20211202,티에스 홍콩,0,0,0,"어선 창원호, 컨테이너선 티에스홍콩 충돌사건",36.8214,125.8192,collisionAndContactType,collision,125.8192 36.8214
OtherIncident,20210707,제3000진흥호,0,0,1,어선 제3000진흥호 선원부상사건,29.9333,125.4333,otherIncidentType,safety hinderance and near misses,125.4333 29.9333
OtherIncident,20210712,제27화승호,0,0,1,어선 제27화승호 선원부상사건,30.1667,125.2167,otherIncidentType,safety hinderance and near misses,125.2167 30.1667
OtherIncident,20210716,2019하람호,0,0,1,어선 2019하람호 선원부상사건,31.3,125.1667,otherIncidentType,safety hinderance and near misses,125.1667 31.3
OtherIncident,20210420,창덕호,0,0,1,어선 창덕호 선원부상사건,35.7817,126.1006,otherIncidentType,safety hinderance and near misses,126.1006 35.7817
OtherIncident,20210424,용성호,0,0,1,어선 용성호 선원부상사건,35.8553,126.3175,otherIncidentType,safety hinderance and near misses,126.3175 35.8553
CollisionAndContact,20210928,성산호,0,0,0,"어획물운반선 성산호, 낚시어선 개성호 충돌사건",35.8228,126.4753,collisionAndContactType,collision,126.4753 35.8228
CollisionAndContact,20210928,개성호,0,0,0,"어획물운반선 성산호, 낚시어선 개성호 충돌사건",35.8228,126.4753,collisionAndContactType,collision,126.4753 35.8228
FloodingAndSinking,20211002,신화호,0,0,0,어선 신화호 전복사건,35.9981,126.6975,floodingAndSinkingType,capsizing,126.6975 35.9981
OtherIncident,20211025,제201창남호,0,0,1,어선 제201창남호 선원부상사건,35.9272,126.5125,otherIncidentType,safety hinderance and near misses,126.5125 35.9272
FloodingAndSinking,20211125,선명무,0,0,0,무등록선 선명무 전복사건,35.9789,126.6525,floodingAndSinkingType,capsizing,126.6525 35.9789
FloodingAndSinking,20210103,대성아일랜드,0,0,0,모터보트 대성아일랜드호 침수사건,33.5258,126.5661,floodingAndSinkingType,flooding,126.5661 33.5258
FloodingAndSinking,20210103,자유호,0,0,0,모터보트 자유호 침수사건,33.5264,126.5658,floodingAndSinkingType,flooding,126.5658 33.5264
FloodingAndSinking,20210104,수덕호,0,0,0,모터보트 수덕호 전복사건,33.3569,126.1811,floodingAndSinkingType,capsizing,126.1811 33.3569
HullAndEngineAccessoryDamage,20210103,몬스터호,0,0,0,낚시어선 몬스터호 기관손상사건,34.5253,127.1331,hullAndEngineAccessoryDamageType,machineries and propulsion damage,127.1331 34.5253
CollisionAndContact,20210103,엘리호,0,0,0,모터보트 엘리호 부유물감김사건,34.0833,126.3722,collisionAndContactType,floating object entanglement,126.3722 34.0833
FireAndExplosion,20210102,거복호,0,0,0,어선 거복호 화재사건,34.7267,127.5606,fireAndExplosionType,fire,127.5606 34.7267
CollisionAndContact,20210101,태평양3호,0,0,0,카페리여객선 태평양3호/어선 제2입성호 충돌사건,34.6075,127.6606,collisionAndContactType,collision,127.6606 34.6075
CollisionAndContact,20210101,제2입성호,0,0,0,카페리여객선 태평양3호/어선 제2입성호 충돌사건,34.6075,127.6606,collisionAndContactType,collision,127.6606 34.6075
HullAndEngineAccessoryDamage,20210104,바위섬호,0,0,0,어선 바위섬호 기관손상사건,33.9744,126.7336,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.7336 33.9744
HullAndEngineAccessoryDamage,20210104,준성호,0,0,0,어선 준성호 기관손상사건,34.5628,126.7825,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.7825 34.5628
HullAndEngineAccessoryDamage,20210103,제301혜수호,0,0,0,어선 제301혜수호 기관손상사건,32.7167,127.4667,hullAndEngineAccessoryDamageType,machineries and propulsion damage,127.4667 32.7167
FireAndExplosion,20210105,금양호,0,0,0,어선 금양호 화재사건,33.5181,126.5306,fireAndExplosionType,fire,126.5306 33.5181
CollisionAndContact,20210106,127유상호,0,0,0,어선 127유상호 부유물감김사건,33.0833,126.2,collisionAndContactType,floating object entanglement,126.2 33.0833
NavigationalIssues,20210107,광정11호,0,0,0,어선 광정11호 운항저해사건,34.2833,126.3667,navigationalIssuesType,sailing hinderance,126.3667 34.2833
FloodingAndSinking,20210107,바다호,0,0,0,어선 바다호 침수사건,34.87,127.7019,floodingAndSinkingType,flooding,127.7019 34.87
CollisionAndContact,20210107,골든크라운,0,0,0,어획물운반선 골든크라운 양식장 손상사건,34.6428,125.9658,collisionAndContactType,contact,125.9658 34.6428
NavigationalIssues,20210108,청산아일랜드호,0,0,0,카페리여객선 청산아일랜드 운항저해사건,34.1875,126.8433,navigationalIssuesType,sailing hinderance,126.8433 34.1875
CollisionAndContact,20210111,우정호,0,0,0,어선 우정호 부유물감김사건,33.5167,126.4833,collisionAndContactType,floating object entanglement,126.4833 33.5167
HullAndEngineAccessoryDamage,20210110,308만금호,0,0,0,어선 308만금호 기관손상사건,33.1667,127.7167,hullAndEngineAccessoryDamageType,machineries and propulsion damage,127.7167 33.1667
CollisionAndContact,20210110,성우와이제이호,0,0,0,산적화물선 성우와이제이호/예인선 207황룡호 충돌사건,33.5208,126.5358,collisionAndContactType,collision,126.5358 33.5208
CollisionAndContact,20210110,207황룡호,0,0,0,산적화물선 성우와이제이호/예인선 207황룡호 충돌사건,33.5208,126.5358,collisionAndContactType,collision,126.5358 33.5208
FloodingAndSinking,20210109,제이에프호,0,0,0,모터보트 제이에프호 전복사건,33.2272,126.3072,floodingAndSinkingType,capsizing,126.3072 33.2272
FloodingAndSinking,20210109,씨에스호,0,0,0,모터보트 씨에스호 침몰사건,33.2272,126.3075,floodingAndSinkingType,sinking,126.3075 33.2272
FireAndExplosion,20210112,108신광호,0,0,0,어선 108신광호 화재사건,34.1156,127.9275,fireAndExplosionType,fire,127.9275 34.1156
HullAndEngineAccessoryDamage,20210111,영창호,0,0,0,어선 영창호 기관손상사건,34.2369,126.0656,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.0656 34.2369
CollisionAndContact,20210111,제2015대성호,0,0,0,어선 제2015대성호 부유물감김사건,34.7667,126.05,collisionAndContactType,floating object entanglement,126.05 34.7667
CollisionAndContact,20210111,801어성호 ,0,0,0,어선 801어성호 부유물감김사건,33.5833,125.4667,collisionAndContactType,floating object entanglement,125.4667 33.5833
CollisionAndContact,20210111,303고려호,0,0,0,예인선 303고려호의 피예인부선 5005 영빈호 시아해 등부표 접촉사건,34.67,126.2367,collisionAndContactType,contact,126.2367 34.67
CollisionAndContact,20210111,영빈5005호,0,0,0,예인선 303고려호의 피예인부선 5005 영빈호 시아해 등부표 접촉사건,34.67,126.2367,collisionAndContactType,contact,126.2367 34.67
HullAndEngineAccessoryDamage,20210112,청양호,0,0,0,어선 청양호 기관손상사건,33.76,127.7408,hullAndEngineAccessoryDamageType,machineries and propulsion damage,127.7408 33.76
OtherIncident,20210113,건영호,0,0,0,어선 건영호 해양오염사건,33.5264,126.5653,otherIncidentType,other incident,126.5653 33.5264
OtherIncident,20210114,6001고려호,1,0,0,예인선 전남912호의 피예인부선 6001고려호 선원사망사건,34.7783,126.4231,otherIncidentType,safety hinderance and near misses,126.4231 34.7783
OtherIncident,20210114,전남912호,0,0,0,예인선 전남912호의 피예인부선 6001고려호 선원사망사건,34.7783,126.4231,otherIncidentType,safety hinderance and near misses,126.4231 34.7783
HullAndEngineAccessoryDamage,20210115,명진2호,0,0,0,낚시어선 명진2호 추진축계손상사건,33.9875,126.9256,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.9256 33.9875
HullAndEngineAccessoryDamage,20210115,피싱스타호,0,0,0,어선 피싱스타호 기관손상사건,33.5247,126.4758,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.4758 33.5247
CollisionAndContact,20210115,해광페리2호,0,0,0,카페리선 해광페리2호 부유물감김사건,34.9667,126.2667,collisionAndContactType,floating object entanglement,126.2667 34.9667
CollisionAndContact,20210114,63백두호,0,0,0,예인선 63백두호 부유물감김사건,34.5169,126.1942,collisionAndContactType,floating object entanglement,126.1942 34.5169
CollisionAndContact,20210114,뉴엔젤호,0,0,0,낚시어선 뉴엔젤호 부유물감김사건,34.6894,125.4586,collisionAndContactType,floating object entanglement,125.4586 34.6894
CollisionAndContact,20210114,만다린차이나,0,0,0,"어선 103매일호, 산적화물선 만다린차이나 충돌사건",33.4842,127.4189,collisionAndContactType,collision,127.4189 33.4842
CollisionAndContact,20210114,103매일호,0,0,2,"어선 103매일호, 산적화물선 만다린차이나 충돌사건",33.4842,127.4189,collisionAndContactType,collision,127.4189 33.4842
HullAndEngineAccessoryDamage,20210114,강프로호,0,0,0,낚시어선 강프로호 조타장치손상사건,33.855,127.0919,hullAndEngineAccessoryDamageType,rudder damage,127.0919 33.855
CollisionAndContact,20210116,566웅진호,0,0,0,어선 566웅진호 부유물감김사건,32.3833,125.8333,collisionAndContactType,floating object entanglement,125.8333 32.3833
CollisionAndContact,20210116,제9에스제이가스,0,0,0,"액화석유가스운반선 제9에스제이가스, 케미칼운반선 케이티에스블루 충돌사건",34.8411,127.6733,collisionAndContactType,collision,127.6733 34.8411
CollisionAndContact,20210116,케이티에스 블루,0,0,0,"액화석유가스운반선 제9에스제이가스, 케미칼운반선 케이티에스블루 충돌사건",34.8411,127.6733,collisionAndContactType,collision,127.6733 34.8411
HullAndEngineAccessoryDamage,20210118,소현호,0,0,0,어선 소현호 추진축계손상사건,34.4997,129.8317,hullAndEngineAccessoryDamageType,machineries and propulsion damage,129.8317 34.4997
FireAndExplosion,20210118,아름호,0,0,0,어선 아름호 화재사건,35.5003,126.205,fireAndExplosionType,fire,126.205 35.5003
CollisionAndContact,20210118,제2008용승호,0,0,0,어선 제2008용승호 부유물감김사건,33.8333,127.1667,collisionAndContactType,floating object entanglement,127.1667 33.8333
OtherIncident,20210115,오션골드호,1,0,0,일반화물선 오션골드호 선원사망사건,34.9036,127.7514,otherIncidentType,safety hinderance and near misses,127.7514 34.9036
CollisionAndContact,20210119,707대진호,0,0,0,예인선 707대진호 부유물감김사건,34.7742,126.2508,collisionAndContactType,floating object entanglement,126.2508 34.7742
HullAndEngineAccessoryDamage,20210120,아라호,0,0,0,어선 아라호 기관손상사건,34.5233,127.0667,hullAndEngineAccessoryDamageType,machineries and propulsion damage,127.0667 34.5233
FloodingAndSinking,20210121,좋은사람들호,0,0,0,모터보트 좋은사람들호 침몰사건,33.2172,126.5672,floodingAndSinkingType,sinking,126.5672 33.2172
CollisionAndContact,20210121,루나호,0,0,0,어선 승일호/모터보트 루나호 충돌사건,33.2306,126.6317,collisionAndContactType,collision,126.6317 33.2306
CollisionAndContact,20210121,승일호,0,0,0,어선 승일호/모터보트 루나호 충돌사건,33.2306,126.6317,collisionAndContactType,collision,126.6317 33.2306
CollisionAndContact,20210121,해국호,0,0,0,예인선 해국호의 피예인부선 3000해국호 양식장 접촉사건,34.3281,126.4444,collisionAndContactType,contact,126.4444 34.3281
CollisionAndContact,20210121,3000해국호,0,0,0,예인선 해국호의 피예인부선 3000해국호 양식장 접촉사건,34.3281,126.4444,collisionAndContactType,contact,126.4444 34.3281
CollisionAndContact,20210121,영지호,0,0,0,어선 영지호 부유물감김사건,33.5833,126.75,collisionAndContactType,floating object entanglement,126.75 33.5833
HullAndEngineAccessoryDamage,20210122,창대호,0,0,0,모터보트 창대호 기관손상사건,33.5333,126.5333,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.5333 33.5333
HullAndEngineAccessoryDamage,20210122,에드오션호,0,0,0,시험조사선 에드오션호 기관손상사건,35.3825,125.8331,hullAndEngineAccessoryDamageType,machineries and propulsion damage,125.8331 35.3825
CollisionAndContact,20210122,제303은성호,0,0,0,어선 303은성호 부유물감김사건,32.5,127.1333,collisionAndContactType,floating object entanglement,127.1333 32.5
StrandingAndGrounding,20210122,제26남성호,0,0,0,어선 제26남성호 좌초사건,34.6036,127.6492,strandingAndGroundingType,grounding,127.6492 34.6036
CollisionAndContact,20210122,909유창호,0,0,0,어선 909유창호 부유물감김사건,33.0,125.8667,collisionAndContactType,floating object entanglement,125.8667 33.0
FloodingAndSinking,20210123,명진호,0,0,0,모터보트 명진호 침수사건,33.8889,127.7228,floodingAndSinkingType,flooding,127.7228 33.8889
HullAndEngineAccessoryDamage,20210124,싹쓸이호,0,0,0,어선 싹쓸이호 기관손상사건,34.5536,126.3378,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.3378 34.5536
StrandingAndGrounding,20210124,명당호,0,0,0,어선 대성3호 등 2척 좌초사건,34.6061,127.0167,strandingAndGroundingType,grounding,127.0167 34.6061
StrandingAndGrounding,20210124,대성3호,0,0,0,어선 대성3호 등 2척 좌초사건,34.6061,127.0167,strandingAndGroundingType,grounding,127.0167 34.6061
HullAndEngineAccessoryDamage,20210125,태평양1호,0,0,0,여객선 태평양1호 기관손상사건,34.7336,127.7331,hullAndEngineAccessoryDamageType,machineries and propulsion damage,127.7331 34.7336
FloodingAndSinking,20210129,삼성1호,0,1,0,일반화물선 삼성1호 침수사건,34.0894,126.9536,floodingAndSinkingType,flooding,126.9536 34.0894
HullAndEngineAccessoryDamage,20210127,7나라호,0,0,0,어선 7나라호 기관손상사건,33.5833,126.8,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.8 33.5833
CollisionAndContact,20210129,제505덕운호,0,0,0,어선 제505덕운호/일반화물선 런펭 충돌사건,34.3167,126.1,collisionAndContactType,collision,126.1 34.3167
CollisionAndContact,20210129,런펭,0,0,0,어선 제505덕운호/일반화물선 런펭 충돌사건,34.3167,126.1,collisionAndContactType,collision,126.1 34.3167
FloodingAndSinking,20210130,윤훈호,0,0,0,어선 윤훈호 침수사건,34.6361,127.7233,floodingAndSinkingType,flooding,127.7233 34.6361
FloodingAndSinking,20210130,희망1호,0,0,0,무등록선박 희망1호 침수사건,34.7858,126.3883,floodingAndSinkingType,flooding,126.3883 34.7858
HullAndEngineAccessoryDamage,20210131,야호,0,0,0,어선 야호 기관손상사건,34.2106,127.4692,hullAndEngineAccessoryDamageType,machineries and propulsion damage,127.4692 34.2106
StrandingAndGrounding,20210131,방주호,0,0,0,어선 방주호 좌초사건,33.4564,126.9453,strandingAndGroundingType,grounding,126.9453 33.4564
CollisionAndContact,20210201,제77성진호,0,0,0,어선 제77성진호 부유물감김사건,34.0167,126.3333,collisionAndContactType,floating object entanglement,126.3333 34.0167
StrandingAndGrounding,20210202,352금강호,0,0,0,어선 352금강호 좌초사건,34.3889,125.2525,strandingAndGroundingType,grounding,125.2525 34.3889
CollisionAndContact,20210203,2066재성호,0,0,0,어선 2066재성호 부유물감김사건,34.0167,126.3333,collisionAndContactType,floating object entanglement,126.3333 34.0167
FireAndExplosion,20210203,신태양호,0,0,0,어선 금양호 등 4척 화재사건,34.7253,127.7164,fireAndExplosionType,fire,127.7164 34.7253
FireAndExplosion,20210203,정영호,0,0,0,어선 금양호 등 4척 화재사건,34.7253,127.7164,fireAndExplosionType,fire,127.7164 34.7253
FireAndExplosion,20210203,307우성호,0,0,0,어선 금양호 등 4척 화재사건,34.7253,127.7164,fireAndExplosionType,fire,127.7164 34.7253
FireAndExplosion,20210203,금양호,0,0,0,어선 금양호 등 4척 화재사건,34.7253,127.7164,fireAndExplosionType,fire,127.7164 34.7253
CollisionAndContact,20210203,코렉스20001호,0,0,0,예인선 코렉스챔프의 피예인부선 코렉스20001호/어선 제17연정호 충돌사건,34.4769,127.9872,collisionAndContactType,collision,127.9872 34.4769
CollisionAndContact,20210203,제17연정호,0,0,0,예인선 코렉스챔프의 피예인부선 코렉스20001호/어선 제17연정호 충돌사건,34.4769,127.9872,collisionAndContactType,collision,127.9872 34.4769
FloodingAndSinking,20210204,국보호,0,0,0,모터보트 국보호 침수사건,34.7244,127.7164,floodingAndSinkingType,flooding,127.7164 34.7244
HullAndEngineAccessoryDamage,20210205,재니스호,0,0,0,모터보트 태공호 기관손상사건,33.2639,126.6597,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.6597 33.2639
FloodingAndSinking,20210205,청파호,0,0,0,어선 청파호 침수사건,34.2572,126.7333,floodingAndSinkingType,flooding,126.7333 34.2572
CollisionAndContact,20210216,용광호,0,0,0,어선 용광호 부유물감김사건,34.8167,126.3167,collisionAndContactType,floating object entanglement,126.3167 34.8167
HullAndEngineAccessoryDamage,20210206,505공진호,0,0,0,어선 505공진호 추진축계손상사건,33.1333,127.6333,hullAndEngineAccessoryDamageType,machineries and propulsion damage,127.6333 33.1333
HullAndEngineAccessoryDamage,20210206,케이와이호,0,0,0,모터보트 케이와이호 기관손상사건,33.5797,126.6781,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.6781 33.5797
CollisionAndContact,20210206,일진호,0,0,0,낚시어선 일진호 부유물감김사건,34.4436,127.8208,collisionAndContactType,floating object entanglement,127.8208 34.4436
HullAndEngineAccessoryDamage,20210206,성운호,0,0,0,어선 성운호 기관손상사건,33.6058,126.7547,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.7547 33.6058
FloodingAndSinking,20210206,셀라비에호,0,0,0,세일링요트 셀라비에호 침수사건,34.3667,126.5333,floodingAndSinkingType,flooding,126.5333 34.3667
CollisionAndContact,20210206,777만성호,0,0,0,어선 777만성호 부유물잠김사건,33.35,126.0167,collisionAndContactType,floating object entanglement,126.0167 33.35
HullAndEngineAccessoryDamage,20210207,헌터호,0,0,0,어선 헌터호 추진축계손상사건,33.7833,126.6167,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.6167 33.7833
CollisionAndContact,20210207,해운호,0,0,0,어선 해운호 부유물감김사건,33.3275,125.9431,collisionAndContactType,floating object entanglement,125.9431 33.3275
StrandingAndGrounding,20210207,명신호,0,0,0,어선 명신호 좌초사건,34.5653,127.7144,strandingAndGroundingType,grounding,127.7144 34.5653
CollisionAndContact,20210208,울산103호,0,0,0,예인선 명진801호의 피예인부선 명진20002호/예인선 울산103호의 피예인부선 혜광비투호 충돌사건,34.7778,126.425,collisionAndContactType,collision,126.425 34.7778
CollisionAndContact,20210208,명진801호,0,0,0,예인선 명진801호의 피예인부선 명진20002호/예인선 울산103호의 피예인부선 혜광비투호 충돌사건,34.7778,126.425,collisionAndContactType,collision,126.425 34.7778
CollisionAndContact,20210208,클라비티,0,0,0,카페리선 골드카페리호/석유제품운반선 클라비티 충돌사건,34.8119,126.3633,collisionAndContactType,collision,126.3633 34.8119
CollisionAndContact,20210208,골드카페리호,0,0,0,카페리선 골드카페리호/석유제품운반선 클라비티 충돌사건,34.8119,126.3633,collisionAndContactType,collision,126.3633 34.8119
FireAndExplosion,20210210,선명미상 부선,0,0,0,선명미상 부선 화재사건,34.8808,127.6592,fireAndExplosionType,fire,127.6592 34.8808
StrandingAndGrounding,20210209,영광호,0,0,0,어선 영광호 좌초사건,34.4906,127.4394,strandingAndGroundingType,grounding,127.4394 34.4906
HullAndEngineAccessoryDamage,20210210,우성호,0,0,0,어선 우성호 기관손상사건,34.085,126.0358,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.0358 34.085
HullAndEngineAccessoryDamage,20210210,산와포테인,0,0,0,냉동운반선 산와포테인 기관손상사건,34.6672,126.2219,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.2219 34.6672
CollisionAndContact,20210211,뉴방주호,0,0,1,어선 뉴방주호 방파제접촉사건,33.4786,126.9356,collisionAndContactType,contact,126.9356 33.4786
FloodingAndSinking,20210211,나폴리호,0,0,0,낚시어선 나폴리호 침수사건,33.2083,126.2586,floodingAndSinkingType,flooding,126.2586 33.2083
HullAndEngineAccessoryDamage,20210212,진영호,0,0,0,모터보트 진영호 기관손상사건,33.5861,126.7556,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.7556 33.5861
HullAndEngineAccessoryDamage,20210213,애경호,0,0,0,어선 애경호 기관손상사건,33.5667,126.6667,hullAndEngineAccessoryDamageType,machineries and propulsion damage,126.6667 33.5667
NavigationalIssues,20210213,수호신호,0,0,0,모터보트 수호신호 운항저해사건,33.4694,126.3375,navigationalIssuesType,sailing hinderance,126.3375 33.4694
CollisionAndContact,20210214,유정호,0,0,0,어선 유정호·모터보트 우리호 충돌사건,33.4294,126.2494,collisionAndContactType,collision,126.2494 33.4294
CollisionAndContact,20210214,우리호,0,0,0,어선 유정호·모터보트 우리호 충돌사건,33.4294,126.2494,collisionAndContactType,collision,126.2494 33.4294
NavigationalIssues,20210217,센나호,0,0,0,세일링요트 센나호 운항저해사건,34.7817,126.4511,navigationalIssuesType,sailing hinderance,126.4511 34.7817
HullAndEngineAccessoryDamage,20210218,제101성일호,0,0,0,어선 제101성일호 조타장치손상사건,33.2667,126.7,hullAndEngineAccessoryDamageType,rudder damage,126.7 33.2667
CollisionAndContact,20210220,710태양호,0,0,0,어선 710태양호 부유물감김사건,33.5981,127.7867,collisionAndContactType,floating object entanglement,127.7867 33.5981
CollisionAndContact,20210221,101해성호,0,0,0,예인선 해성101호 부유물감김사건,35.2167,126.0167,collisionAndContactType,floating object entanglement,126.0167 35.2167
OtherIncident,20210220,승진호,0,0,0,어선 승진호 해양오염사건,33.5069,126.465,otherIncidentType,other incident,126.465 33.5069
HullAndEngineAccessoryDamage,20210220,다자바호,0,0,0,모터보트 다자바호 기관손상사건,34.7053,127.79,hullAndEngineAccessoryDamageType,machineries and propulsion damage,127.79 34.7053
FloodingAndSinking,20210224,해신호,0,0,0,어선 해신호 침몰사건,34.5928,126.1392,floodingAndSinkingType,sinking,126.1392 34.5928
HullAndEngineAccessoryDamage,20210219,삼진선우호,0,0,0,일반화물선 삼진선우호 기관손상사건,33.3833,127.05,hullAndEngineAccessoryDamageType,machineries and propulsion damage,127.05 33.3833
NavigationalIssues,20210222,선명미상,0,0,0,선명미상 어선 운항저해사건,34.4069,126.8586,navigationalIssuesType,sailing hinderance,126.8586 34.4069
CollisionAndContact,20210222,101부광호,0,0,0,어선 101부광호 부유물감김사건,33.2158,126.3356,collisionAndContactType,floating object entanglement,126.3356 33.2158
